,Code,Document_Date,Country,Industry,DCN
261,INGR.N,2020-12-31,US,Food Processing (NEC),21674737
262,TWNK.OQ,2020-12-31,US,Bread & Bakery Product Manufacturing,21673000
263,FDP.N,2021-01-01,KY,Fishing & Farming (NEC),21672701
264,FLO.N,2021-01-02,US,Bread & Bakery Product Manufacturing,21670213
265,APRN.N,2020-12-31,US,Food Processing (NEC),21666440
266,IFF.N,2020-12-31,US,Food Ingredients,21661252
267,MOJO.PK,2020-12-31,US,Non-Alcoholic Beverages (NEC),21661136
268,FRPT.OQ,2020-12-31,US,Pet Food Manufacturing,21660330
269,TPB.N,2020-12-31,US,Tobacco (NEC),21656588
270,BG.N,2020-12-31,BM,Food Processing (NEC),21654655
271,SNAX.OQ,2020-12-31,US,Food Processing (NEC),21650772
272,ADM.N,2020-12-31,US,Food Processing (NEC),21649443
273,GDMK.PK,2020-12-31,US,Food Processing (NEC),21647744
274,SAM.N,2020-12-26,US,Brewers (NEC),21645389
275,HLF.N,2020-12-31,KY,Special Foods & Wellbeing Products,21645017
276,HSY.N,2020-12-31,US,Food Processing (NEC),21644707
277,KHC.OQ,2020-12-26,US,Food Processing (NEC),21642655
278,SEB.A,2020-12-31,US,Food Processing (NEC),21641222
279,JVA.OQ,2020-10-31,US,Coffee & Tea,21633186
280,—,2019-12-31,US,Special Foods & Wellbeing Products,21631498
281,THS.N,2020-12-31,US,Food Processing (NEC),21620049
282,TAP.N,2020-12-31,US,Brewers (NEC),21617626
283,PPC.OQ,2020-12-27,US,Meat Processing,21617040
284,PEP.OQ,2020-12-26,US,Carbonated Soft Drinks,21615342
285,SIAF.PK,2019-12-31,US,Fishing & Farming (NEC),21608635
286,PM.N,2020-12-31,US,Tobacco (NEC),21606705
287,APPH.OQ,2020-12-31,US,"Vegetable, Fruit & Nut Farming",21568942
288,MKC.N,2020-11-30,US,Food Processing (NEC),21566244
289,AVO.OQ,2020-10-31,US,"Vegetable, Fruit & Nut Farming",21536299
290,BRID.OQ,2020-10-30,US,Food Processing (NEC),21533163
291,LMNR.OQ,2020-10-31,US,Agriculture Support Services,21529007
292,NUZE.OQ,2020-09-30,US,Coffee & Tea,201414998
293,CVGW.OQ,2020-10-31,US,Fruit & Vegetable Processing,201404998
294,SAFM.OQ^G22,2020-10-31,US,Meat Processing,201394235
295,ALCO.OQ,2020-09-30,US,"Vegetable, Fruit & Nut Farming",201374430
296,HRL.N,2020-10-25,US,Meat Processing,201369908
297,JJSF.OQ,2020-09-26,US,Snack Food & Non-Chocolate Confectionary,201349069
298,CENT.OQ,2020-09-26,US,Pet Food Manufacturing,201343836
299,POST.N,2020-09-30,US,Breakfast Cereal Manufacturing,201331849
300,BRBR.N,2020-09-30,US,Special Foods & Wellbeing Products,201331848
301,TSN.N,2020-10-03,US,Meat Processing,201313707
302,BOMH.PK,2020-07-31,US,Special Foods & Wellbeing Products,201295003
303,—,2020-08-31,US,Fishing & Farming (NEC),201290118
304,NGTF.PK,2020-06-30,US,Frozen Food Manufacturing,201236572
305,CSGN.PK^H09,2020-06-30,US,Food Processing (NEC),201196132
306,CPB.N,2020-08-02,US,Food Processing (NEC),201193534
307,SANW.OQ,2020-06-30,US,Grain (Crop) Production,201190967
308,MJHI.PK,2020-05-31,US,Fishing & Farming (NEC),201173022
309,FARM.OQ,2020-06-30,US,Coffee & Tea,201169418
310,LANC.OQ,2020-06-30,US,Food Ingredients,201139027
311,HAIN.OQ,2020-06-30,US,Food Ingredients,201132494
312,PYYX.PK,2020-03-31,US,Tobacco (NEC),201128409
313,JBSS.OQ,2020-06-25,US,Chocolate & Confectionery,201117282
314,OGAA.PK,2020-03-31,US,Grain (Crop) Production,201103299
315,WTER.OQ,2020-03-31,US,Bottled Water & Ice,201099302
316,SUWN.PK,2020-04-30,US,Pharmaceuticals (NEC),201069526
317,SHMY.PK,2020-03-31,US,Food Ingredients,201067736
318,LW.N,2020-05-31,US,Food Processing (NEC),201053684
319,CAG.N,2020-05-31,US,Food Processing (NEC),201046036
320,CALM.OQ,2020-05-30,US,Poultry Farming,201034984
321,RMHB.PK,2019-12-31,US,Energy Drinks,201019125
322,FIZZ.OQ,2020-05-02,US,Non-Alcoholic Beverages (NEC),201006197
323,SHMP.PK,2020-03-31,US,Aquaculture,20995051
324,BFb.N,2020-04-30,US,Distillers & Wineries (NEC),20976555
325,SJM.N,2020-04-30,US,Food Processing (NEC),20975766
326,VPRB.PK,2019-12-31,US,Tobacco (NEC),20952512
327,BRBL.PK,2019-12-31,US,Brewers (NEC),20938424
328,TEOF.PK,2019-12-31,US,Frozen Food Manufacturing,20928291
329,TLCC.PK,2019-12-31,US,Special Foods & Wellbeing Products,20927471
330,CIRX.PK,2019-12-31,US,Non-Alcoholic Beverages (NEC),20927290
331,BSFC.OQ,2019-12-31,US,Seafood Product Preparation & Packaging,20927164
332,GRIL.OQ,2019-12-31,US,Restaurants & Bars (NEC),20927157
333,RMCF.OQ,2020-02-29,US,Chocolate & Confectionery,20925557
334,UVV.N,2020-03-31,US,Tobacco (NEC),20921711
335,ROAG.PK,2019-12-31,US,Distillers & Wineries (NEC),20920977
336,UGRO.OQ,2019-12-31,US,Agriculture Support Services,20889987
337,AIFM.PK,2019-12-31,US,Agriculture Support Services,20878986
338,IVFH.PK,2019-12-31,US,Food Processing (NEC),20878624
339,AIXN.PK,2019-12-31,US,Health Food Stores,20878357
340,HBISD.PK,2019-12-31,US,Food Processing (NEC),20877655
341,PLAG.A,2019-12-31,US,Food Processing (NEC),20874526
342,PACV.PK,2019-12-31,US,Food Processing (NEC),20861446
343,BTTR.A,2019-12-31,US,Pet Food Manufacturing,20842218
344,BDPT.PK,2019-12-31,US,Special Foods & Wellbeing Products,20837901
345,SNYR.PK,2019-12-31,US,Special Foods & Wellbeing Products,20831330
346,CATN.PK,2019-12-31,US,Fishing & Farming (NEC),20820480
347,MMMB.OQ,2020-01-31,US,Meat Processing,20810294
348,TOFB.PK,2019-12-28,US,Frozen Food Manufacturing,20805883
349,STZ.N,2020-02-29,US,Brewers (NEC),20804215
350,ICNB.PK,2019-12-31,US,Distillers & Wineries (NEC),20792807
351,CHUC.PK,2019-12-31,US,Tobacco (NEC),20791983
352,LWAY.OQ,2019-12-31,US,Dairy Products,20791598
353,BRFH.OQ,2019-12-31,US,Non-Alcoholic Beverages (NEC),20789054
354,EWLU.PK,2019-12-31,US,Special Foods & Wellbeing Products,20782312
355,VFF.OQ,2019-12-31,CA,"Vegetable, Fruit & Nut Farming",20764689
356,—,2018-12-31,US,Special Foods & Wellbeing Products,20763149
357,MOJO.PK,2019-12-31,US,Non-Alcoholic Beverages (NEC),20758469
358,EAST.OQ,2019-12-31,US,Distilleries,20758016
359,FREE.OQ,2019-12-31,US,Food Processing (NEC),20757694
360,JSDA.PK,2019-12-31,US,Non-Alcoholic Beverages (NEC),20757162
361,LIFD.PK,2019-12-31,US,Tobacco (NEC),20756130
364,FTLF.PK,2019-12-31,US,Special Foods & Wellbeing Products,20754060
365,GHMP.PK,2019-12-31,US,Non-Alcoholic Beverages (NEC),20753666
366,SBEV.A,2019-12-31,US,Distillers & Wineries (NEC),20752465
367,RELV.PK,2019-12-31,US,Special Foods & Wellbeing Products,20749748
368,KANP.PK,2019-12-31,US,Land Division & Subdivision,20746755
369,PRPH.OQ,2019-12-31,US,Special Foods & Wellbeing Products,20746470
370,ZIVO.OQ,2019-12-31,US,Special Foods & Wellbeing Products,20746089
371,MTEX.OQ,2019-12-31,US,Special Foods & Wellbeing Products,20743935
372,FIFG.PK,2019-12-31,US,Chocolate & Confectionery,20743376
373,SOWG.PK,2019-12-31,US,Food Processing (NEC),20742849
374,RIBT.OQ,2019-12-31,US,Food Processing (NEC),20738671
375,BYND.OQ,2019-12-31,US,Vegan & Vegetarian Food Manufacturing,20729352
376,SDSYA.PK,2019-12-31,US,Food Processing (NEC),20724019
377,SNAX.OQ,2019-12-31,US,Food Processing (NEC),20718099
378,GDMK.PK,2019-12-31,US,Food Processing (NEC),20716912
379,NBEVQ.PK,2019-12-31,US,Non-Alcoholic Beverages (NEC),20715168
380,TPB.N,2019-12-31,US,Tobacco (NEC),20709925
381,UTZ.N,2019-12-31,US,Snack Food & Non-Chocolate Confectionary,20709471
382,CELH.OQ,2019-12-31,US,Non-Alcoholic Beverages (NEC),20707285
383,CWGL.PK,2019-12-31,US,Wineries,20706546
384,WVVI.OQ,2019-12-31,US,Wineries,20706297
385,NATR.OQ,2019-12-31,US,Special Foods & Wellbeing Products,20705734
386,XXII.OQ,2019-12-31,US,Tobacco (NEC),20705406
387,TTCF.OQ,2019-12-31,US,Vegan & Vegetarian Food Manufacturing,20705307
388,BREW.OQ^J20,2019-12-31,US,Craft & Micro Brewers,20705239
389,GGROU.PK,2019-12-31,US,Food Processing (NEC),20693484
390,USBFU.PK,2019-12-28,US,Meat Processing,20693208
391,FVRG.PK^G21,2018-12-31,US,Food Processing (NEC),20687703
392,IFF.N,2019-12-31,US,Food Ingredients,20684068
393,VGR.N,2019-12-31,US,Tobacco (NEC),20677818
394,MED.N,2019-12-31,US,Special Foods & Wellbeing Products,20677041
395,MNST.OQ,2019-12-31,US,Energy Drinks,20671877
396,TR.N,2019-12-31,US,Chocolate & Confectionery,20669964
397,ANDE.OQ,2019-12-31,US,Fishing & Farming Wholesale,20664047
398,KDP.OQ,2019-12-31,US,Non-Alcoholic Beverages (NEC),20663183
399,SOY.TO,2019-12-28,CA,Vegan & Vegetarian Food Manufacturing,20661415
400,TWNK.OQ,2019-12-31,US,Bread & Bakery Product Manufacturing,20655648
401,BGS.N,2019-12-28,US,Food Processing (NEC),20655439
402,MGPI.OQ,2019-12-31,US,Distillers & Wineries (NEC),20653320
403,SITE.N,2019-12-29,US,Agriculture Support Services,20653219
404,COKE.OQ,2019-12-29,US,Non-Alcoholic Beverages (NEC),20651840
405,DAR.N,2019-12-28,US,Food Processing (NEC),20651445
406,MO.N,2019-12-31,US,Cigars & Cigarette Manufacturing,20651145
407,USNA.N,2019-12-28,US,Special Foods & Wellbeing Products,20650298
408,FRPT.OQ,2019-12-31,US,Pet Food Manufacturing,20647180
409,K.N,2019-12-28,US,Food Processing (NEC),20644787
410,KO.N,2019-12-31,US,Non-Alcoholic Beverages (NEC),20644359
411,BG.N,2019-12-31,BM,Food Processing (NEC),20639299
412,FDP.N,2019-12-27,KY,Fishing & Farming (NEC),20636366
413,HSY.N,2019-12-31,US,Food Processing (NEC),20635096
414,SAM.N,2019-12-28,US,Brewers (NEC),20630150
415,SEB.A,2019-12-31,US,Food Processing (NEC),20630137
416,FLO.N,2019-12-28,US,Bread & Bakery Product Manufacturing,20628037
417,APRN.N,2019-12-31,US,Food Processing (NEC),20626141
418,HLF.N,2019-12-31,KY,Special Foods & Wellbeing Products,20625662
419,THS.N,2019-12-31,US,Food Processing (NEC),20611174
420,PEP.OQ,2019-12-28,US,Carbonated Soft Drinks,20606782
421,TAP.N,2019-12-31,US,Brewers (NEC),20602892
422,MDLZ.OQ,2019-12-31,US,Food Processing (NEC),20585739
423,JVA.OQ,2019-10-31,US,Coffee & Tea,20558943
424,MKC.N,2019-11-30,US,Food Processing (NEC),20555645
425,BRID.OQ,2019-11-01,US,Food Processing (NEC),20546106
426,LMNR.OQ,2019-10-31,US,Agriculture Support Services,20524674
427,ACBM.PK,2019-09-30,US,Special Foods & Wellbeing Products,20512758
428,NUZE.OQ,2019-09-30,US,Coffee & Tea,191310139
429,CVGW.OQ,2019-10-31,US,Fruit & Vegetable Processing,191295111
430,SAFM.OQ^G22,2019-10-31,US,Meat Processing,191294143
431,MMNT.PK,2019-05-31,US,Distilleries,191292879
432,JJSF.OQ,2019-09-28,US,Snack Food & Non-Chocolate Confectionary,191256421
433,ROAG.PK,2018-12-31,US,Distillers & Wineries (NEC),191241342
434,BRBR.N,2019-09-30,US,Special Foods & Wellbeing Products,191239748
435,TSN.N,2019-09-28,US,Meat Processing,191206131
436,CHSCP.OQ,2019-08-31,US,Fishing & Farming (NEC),191196806
437,SMPL.OQ,2019-08-31,US,Special Foods & Wellbeing Products,191179957
438,MJNE.PK,2018-12-31,US,Agriculture Support Services,191151966
439,NGTF.PK,2019-06-30,US,Frozen Food Manufacturing,191151122
440,BOMH.PK,2019-07-31,US,Special Foods & Wellbeing Products,191143738
441,BYIN.PK,2019-06-30,US,"Vegetable, Fruit & Nut Farming",191131683
442,OGAA.PK,2019-03-31,US,Grain (Crop) Production,191131303
443,CSGN.PK^H09,2019-06-30,US,Food Processing (NEC),191125749
444,CPB.N,2019-07-28,US,Food Processing (NEC),191115666
445,SANW.OQ,2019-06-30,US,Grain (Crop) Production,191100551
446,FARM.OQ,2019-06-30,US,Coffee & Tea,191086415
447,HAIN.OQ,2019-06-30,US,Food Ingredients,191066638
448,JBSS.OQ,2019-06-27,US,Chocolate & Confectionery,191043222
449,GRIL.OQ,2018-12-31,US,Restaurants & Bars (NEC),191041204
450,SUWN.PK,2019-04-30,US,Pharmaceuticals (NEC),191019967
451,LW.N,2019-05-26,US,Food Processing (NEC),19973719
452,CALM.OQ,2019-06-01,US,Poultry Farming,19964498
453,CAG.N,2019-05-26,US,Food Processing (NEC),19962494
454,WTER.OQ,2019-03-31,US,Bottled Water & Ice,19933959
455,GIS.N,2019-05-26,US,Food Processing (NEC),19926992
456,FIZZ.OQ,2019-04-27,US,Non-Alcoholic Beverages (NEC),19922103
457,—,2019-03-31,US,Grain (Crop) Production,19917563
458,SJM.N,2019-04-30,US,Food Processing (NEC),19901489
459,ROX.A^J19,2019-03-31,US,Distillers & Wineries (NEC),19899738
460,PYYX.PK,2019-03-31,US,Tobacco (NEC),19899441
461,SENEA.OQ,2019-03-31,US,Frozen Food Manufacturing,19896342
462,BFb.N,2019-04-30,US,Distillers & Wineries (NEC),19895113
463,RMCF.OQ,2019-02-28,US,Chocolate & Confectionery,19861232
464,ALKM.PK,2016-12-31,US,Bottled Water & Ice,19855011
465,MMMB.OQ,2019-01-31,US,Meat Processing,19761635
466,TLCC.PK,2018-12-31,US,Special Foods & Wellbeing Products,19751715
467,IVFH.PK,2018-12-31,US,Food Processing (NEC),19751450
468,AIFM.PK,2018-12-31,US,Agriculture Support Services,19751395
469,TEOF.PK,2018-12-31,US,Frozen Food Manufacturing,19750724
470,GDMK.PK,2018-12-31,US,Food Processing (NEC),19750332
471,ICNB.PK,2018-12-31,US,Distillers & Wineries (NEC),19750237
472,GHMP.PK,2018-12-31,US,Non-Alcoholic Beverages (NEC),19750097
473,NTRU.PK,2018-12-31,US,Food Processing (NEC),19749872
474,PLAG.A,2018-12-31,US,Food Processing (NEC),19749344
475,LWAY.OQ,2018-12-31,US,Dairy Products,19749293
476,AIXN.PK,2018-12-31,US,Health Food Stores,19749092
477,GLPH.PK^I21,2018-11-30,US,Agricultural Biotechnology,19749069
478,SIAF.PK,2018-12-31,US,Fishing & Farming (NEC),19748689
479,RMHB.PK,2018-12-31,US,Energy Drinks,19748197
480,HWTR.PK,2018-12-31,US,Non-Alcoholic Beverages (NEC),19747628
481,—,2018-12-31,US,Chewing Tobacco Products,19744823
482,RIBT.OQ,2018-12-31,US,Food Processing (NEC),19722660
483,CHUC.PK,2018-12-31,US,Tobacco (NEC),19721895
484,CIRX.PK,2018-12-31,US,Non-Alcoholic Beverages (NEC),19720792
485,NBEVQ.PK,2018-12-31,US,Non-Alcoholic Beverages (NEC),19720750
486,BRFH.OQ,2018-12-31,US,Non-Alcoholic Beverages (NEC),19720615
487,PARF.PK^L21,2018-12-31,US,Snack Food & Non-Chocolate Confectionary,19720373
488,CATN.PK,2018-12-31,US,Fishing & Farming (NEC),19720066
489,BSFC.OQ,2018-12-31,US,Seafood Product Preparation & Packaging,19719593
490,REED.OQ,2018-12-31,US,Carbonated Soft Drinks,19719544
491,UGRO.OQ,2018-12-31,US,Agriculture Support Services,19719480
492,SBEV.A,2018-12-31,US,Distillers & Wineries (NEC),19717895
493,SNYR.PK,2018-12-31,US,Special Foods & Wellbeing Products,19717678
494,TOFB.PK,2018-12-29,US,Frozen Food Manufacturing,19717253
495,FIFG.PK,2018-12-31,US,Chocolate & Confectionery,19716051
496,RELV.PK,2018-12-31,US,Special Foods & Wellbeing Products,19714438
497,KANP.PK,2018-12-31,US,Land Division & Subdivision,19712826
498,EWLU.PK,2018-12-31,US,Special Foods & Wellbeing Products,19712665
499,EAST.OQ,2018-12-31,US,Distilleries,19712163
500,—,2018-12-31,US,Food Processing (NEC),19706632
501,PRPH.OQ,2018-12-31,US,Special Foods & Wellbeing Products,19705764
502,TTCF.OQ,2018-12-31,US,Vegan & Vegetarian Food Manufacturing,19705430
503,HBISD.PK,2018-12-31,US,Food Processing (NEC),19702372
504,SOWG.PK,2018-12-31,US,Food Processing (NEC),19700330
505,FTLF.PK,2018-12-31,US,Special Foods & Wellbeing Products,19699934
506,JSDA.PK,2018-12-31,US,Non-Alcoholic Beverages (NEC),19699639
507,WVVI.OQ,2018-12-31,US,Wineries,19697052
508,ROAG.PK,2017-12-31,US,Distillers & Wineries (NEC),19696739
509,SDSYA.PK,2018-12-31,US,Food Processing (NEC),19694056
510,PME.OQ,2018-12-31,KY,Commercial Fishing,19685093
511,CELH.OQ,2018-12-31,US,Non-Alcoholic Beverages (NEC),19679848
512,USBFU.PK,2018-12-29,US,Meat Processing,19677761
513,LIFD.PK,2018-12-31,US,Tobacco (NEC),19676354
514,CWGL.PK,2018-12-31,US,Wineries,19674919
515,SDI.A^G20,2018-12-31,US,Cigars & Cigarette Manufacturing,19673239
516,MTEX.OQ,2018-12-31,US,Special Foods & Wellbeing Products,19670881
517,NATR.OQ,2018-12-31,US,Special Foods & Wellbeing Products,19669832
518,GGROU.PK,2018-12-31,US,Food Processing (NEC),19669306
519,TPB.N,2018-12-31,US,Tobacco (NEC),19663899
520,XXII.OQ,2018-12-31,US,Tobacco (NEC),19662656
521,BREW.OQ^J20,2018-12-31,US,Craft & Micro Brewers,19662505
522,KRED.PK,2017-12-31,US,Non-Alcoholic Beverages (NEC),19662169
523,MED.N,2018-12-31,US,Special Foods & Wellbeing Products,19650740
524,VGR.N,2018-12-31,US,Tobacco (NEC),19649779
525,TR.N,2018-12-31,US,Chocolate & Confectionery,19647358
526,FRPT.OQ,2018-12-31,US,Pet Food Manufacturing,19644150
527,KDP.OQ,2018-12-31,US,Non-Alcoholic Beverages (NEC),19645185
528,MNST.OQ,2018-12-31,US,Energy Drinks,19644156
529,DFODQ.PK^F21,2018-12-31,US,Food Processing (NEC),19643430
530,GRIL.OQ,2017-12-31,US,Restaurants & Bars (NEC),19639050
531,COKE.OQ,2018-12-30,US,Non-Alcoholic Beverages (NEC),19638959
532,DAR.N,2018-12-29,US,Food Processing (NEC),19638427
533,—,2018-12-29,CA,Bottled Water & Ice,19638327
534,TWNK.OQ,2018-12-31,US,Bread & Bakery Product Manufacturing,19638215
535,IPHS.OQ^B20,2018-12-31,US,Food Ingredients,19637672
536,ANDE.OQ,2018-12-31,US,Fishing & Farming Wholesale,19637261
537,MGPI.OQ,2018-12-31,US,Distillers & Wineries (NEC),19635914
538,SITE.N,2018-12-30,US,Agriculture Support Services,19635681
539,SOY.TO,2018-12-29,CA,Vegan & Vegetarian Food Manufacturing,19635003
542,IFF.N,2018-12-31,US,Food Ingredients,19633911
543,BGS.N,2018-12-29,US,Food Processing (NEC),19633716
544,USNA.N,2018-12-29,US,Special Foods & Wellbeing Products,19633292
545,MO.N,2018-12-31,US,Cigars & Cigarette Manufacturing,19632803
546,APRN.N,2018-12-31,US,Food Processing (NEC),19630635
547,INGR.N,2018-12-31,US,Food Processing (NEC),19630097
548,K.N,2018-12-29,US,Food Processing (NEC),19629748
549,MOJO.PK,2018-12-31,US,Non-Alcoholic Beverages (NEC),19628898
550,BG.N,2018-12-31,BM,Food Processing (NEC),19625394
551,HSY.N,2018-12-31,US,Food Processing (NEC),19625377
552,KO.N,2018-12-31,US,Non-Alcoholic Beverages (NEC),19622621
553,SAM.N,2018-12-29,US,Brewers (NEC),19618740
554,SEB.A,2018-12-31,US,Food Processing (NEC),19618644
555,FLO.N,2018-12-29,US,Bread & Bakery Product Manufacturing,19617656
556,FDP.N,2018-12-28,KY,Fishing & Farming (NEC),19616145
557,ADM.N,2018-12-31,US,Food Processing (NEC),19615585
558,THS.N,2018-12-31,US,Food Processing (NEC),19606824
559,PPC.OQ,2018-12-30,US,Meat Processing,19600976
560,ZIVO.OQ,2018-12-31,US,Special Foods & Wellbeing Products,19590730
561,TAP.N,2018-12-31,US,Brewers (NEC),19587617
562,NUZE.OQ,2018-09-30,US,Coffee & Tea,19585102
563,MDLZ.OQ,2018-12-31,US,Food Processing (NEC),19578442
564,PM.N,2018-12-31,US,Tobacco (NEC),19574904
565,JVA.OQ,2018-10-31,US,Coffee & Tea,19549288
566,MKC.N,2018-11-30,US,Food Processing (NEC),19541046
567,WUYI.PK^I22,2018-08-31,US,Energy Drinks,19533870
568,SATT.PK,2018-09-30,US,Corporate Accounting Services,19526531
569,LMNR.OQ,2018-10-31,US,Agriculture Support Services,19525378
570,CLAD.PK,2017-12-31,US,"Vegetable, Fruit & Nut Farming",19519766
571,CLAD.PK,2016-12-31,US,"Vegetable, Fruit & Nut Farming",19519745
572,CLAD.PK,2015-12-31,US,"Vegetable, Fruit & Nut Farming",19519732
573,BSFC.OQ,2018-10-31,US,Seafood Product Preparation & Packaging,181260190
574,ACBM.PK,2018-09-30,US,Special Foods & Wellbeing Products,181256975
575,ROAG.PK,2016-12-31,US,Distillers & Wineries (NEC),181253703
576,—,2018-08-31,US,Special Foods & Wellbeing Products,181249928
577,CVGW.OQ,2018-10-31,US,Fruit & Vegetable Processing,181244967
578,SAFM.OQ^G22,2018-10-31,US,Meat Processing,181244638
579,GHMP.PK,2013-12-31,US,Non-Alcoholic Beverages (NEC),181224350
580,HRL.N,2018-10-28,US,Meat Processing,181222997
581,ALCO.OQ,2018-09-30,US,"Vegetable, Fruit & Nut Farming",181221337
582,AAGH.PK,2018-06-30,US,Special Foods & Wellbeing Products,181212688
583,CENT.OQ,2018-09-29,US,Pet Food Manufacturing,181205420
584,JJSF.OQ,2018-09-29,US,Snack Food & Non-Chocolate Confectionary,181205340
585,POST.N,2018-09-30,US,Breakfast Cereal Manufacturing,181189458
586,—,2018-08-31,US,Non-Alcoholic Beverages (NEC),181188198
587,VAPE.PK^H21,2017-09-30,US,IT Services & Consulting (NEC),181188124
588,BOMH.PK,2018-07-31,US,Special Foods & Wellbeing Products,181181052
589,TSN.N,2018-09-29,US,Meat Processing,181175151
590,SMPL.OQ,2018-08-25,US,Special Foods & Wellbeing Products,181136896
591,THST.PK,2018-06-30,US,Wineries,181122213
592,BYIN.PK,2018-06-30,US,"Vegetable, Fruit & Nut Farming",181094606
593,NGTF.PK,2018-06-30,US,Frozen Food Manufacturing,181094511
594,CPB.N,2018-07-29,US,Food Processing (NEC),181089528
595,CSGN.PK^H09,2018-06-30,US,Food Processing (NEC),181087609
596,GHMP.PK,2015-12-31,US,Non-Alcoholic Beverages (NEC),181084286
597,BRBL.PK,2018-03-31,US,Brewers (NEC),181083210
598,GHMP.PK,2014-12-31,US,Non-Alcoholic Beverages (NEC),181080864
599,SANW.OQ,2018-06-30,US,Grain (Crop) Production,181079579
600,FARM.OQ,2018-06-30,US,Coffee & Tea,181069300
601,LIFD.PK,2016-12-31,US,Tobacco (NEC),181057223
602,HAIN.OQ,2018-06-30,US,Food Ingredients,181044824
603,LANC.OQ,2018-06-30,US,Food Ingredients,181039373
604,JBSS.OQ,2018-06-28,US,Chocolate & Confectionery,181032589
605,MMNT.PK,2018-05-31,US,Distilleries,181003584
606,GRAS.PK^H19,2016-12-31,US,Animal Breeding,18979576
607,SUWN.PK,2018-04-30,US,Pharmaceuticals (NEC),18977225
608,MJNE.PK,2017-12-31,US,Agriculture Support Services,18973709
609,LW.N,2018-05-27,US,Food Processing (NEC),18969549
610,CALM.OQ,2018-06-02,US,Poultry Farming,18963600
611,CAG.N,2018-05-27,US,Food Processing (NEC),18962006
612,ALKM.PK,2015-12-31,US,Bottled Water & Ice,18957501
613,SHMP.PK,2018-03-31,US,Aquaculture,18951567
614,SENEA.OQ,2018-03-31,US,Frozen Food Manufacturing,18929735
615,GIS.N,2018-05-27,US,Food Processing (NEC),18928771
616,FIZZ.OQ,2018-04-28,US,Non-Alcoholic Beverages (NEC),18920800
617,AIXN.PK,2017-12-31,US,Health Food Stores,18919273
618,CHUC.PK,2017-12-31,US,Tobacco (NEC),18919240
619,SJM.N,2018-04-30,US,Food Processing (NEC),18904596
620,ROX.A^J19,2018-03-31,US,Distillers & Wineries (NEC),18899865
621,BFb.N,2018-04-30,US,Distillers & Wineries (NEC),18897277
622,PYYX.PK,2018-03-31,US,Tobacco (NEC),18884713
623,VEGL.PK^F21,2017-12-31,US,Agriculture Support Services,18876907
624,GHMP.PK,2016-12-31,US,Non-Alcoholic Beverages (NEC),18871128
625,UVV.N,2018-03-31,US,Tobacco (NEC),18861572
